crn,course,title,schedule_type,modality,cr_hrs,capacity,instructor,days,start_time,end_time,location,exam
80228,AFST-2354,The Civil Rights Movement,L,Face-to-Face Instruction,3,40,O Agozino,M W F,10:10AM,11:00AM,MCB 232,10M
80229,AFST-2774,Black Aesthetics,L,Face-to-Face Instruction,3,50,AK Harrison,T R,11:00AM,12:15PM,TBA,11T
80230,AFST-2974,Independent Study,I,,1 TO 19,0,BS Faulkner,(ARR),----- (ARR) -----,TBA,00X,
80231,AFST-4354,Topics in Africana Studies,L,Face-to-Face Instruction,3,20,PS Polanah,M W,2:30PM,3:45PM,MCB 212,14M
80233,AFST-4354,Topics in Africana Studies,L,Face-to-Face Instruction,3,20,BS Faulkner,M W F,1:25PM,2:15PM,MCB 232,13M
80234,AFST-4754,Internship,L,,1 TO 19,0,BS Faulkner,(ARR),----- (ARR) -----,TBA,00X,
80235,AFST-4974,Independent Study,I,,1 TO 19,0,BS Faulkner,(ARR),----- (ARR) -----,TBA,00X,
80236,AFST-4994,Undergraduate Research,R,,1 TO 19,0,BS Faulkner,(ARR),----- (ARR) -----,TBA,00X,
80237,AFST-4994H,Undergraduate Research,R,,1 TO 19,0,BS Faulkner,(ARR),----- (ARR) -----,TBA,00X,
80238,AFST-5974,Independent Study,I,,1 TO 19,0,BS Faulkner,(ARR),----- (ARR) -----,TBA,00X,
80239,AHRM-1014,Design and Art for Consumers,L,Face-to-Face Instruction,3,35,RK Walsh,T R,9:30AM,10:45AM,LITRV 1860,09T
80240,AHRM-1014,Design and Art for Consumers,ONLINE COURSE - VL,Online: Asynchronous,3,90,RK Walsh,(ARR),----- (ARR) -----,ONLINE,00X,
80241,AHRM-1104,Intro AHRM Student Resources,L,Face-to-Face Instruction,1,10,CA Hancock,W,1:25PM,2:15PM,GOODW 115,00X
80244,AHRM-2404,Consumer Rights,ONLINE COURSE - VL,Online: Asynchronous,3,130,PJ Fisher,(ARR),----- (ARR) -----,ONLINE,00X,
80245,AHRM-3464,Appalachian Communities,L,Hybrid (F2F & Online Instruc.),3,30,T Edmondson,T R,11:00AM,12:15PM,MCB 226,11T
80248,AINS-1104,Intro American Indian Studies,L,Face-to-Face Instruction,3,40,NM Copeland,T R,11:00AM,12:15PM,PAM 2028,11T
91096,AINS-1104,Intro American Indian Studies,ONLINE COURSE - VL,Online: Asynchronous,3,60,SR Cook,(ARR),----- (ARR) -----,ONLINE,00X,
80249,AINS-2414,Identity & Inclusion in Agric,L,Face-to-Face Instruction,3,40,WA Taylor,T R,9:30AM,10:45AM,LITRV 232,09T
80250,AINS-2414,Identity & Inclusion in Agric,L,Face-to-Face Instruction,3,40,DM Westfall-Rudd,M W F,9:05AM,9:55AM,OSHA 0146,09M
80251,AINS-2974,Independent Study,I,,1 TO 19,0,SR Cook,(ARR),----- (ARR) -----,TBA,00X,
80252,AINS-4004,American Indian Studies Topics,L,Face-to-Face Instruction,3,15,TM Linscott,F,2:30PM,5:30PM,WAL 340,14F
91056,AINS-4004,TS:Indigen People Hist of Film,L,Face-to-Face Instruction,3,10,KR Precoda,T,11:00AM,1:30PM,MCB 202,11T
80253,AINS-4754,Internship,I,,1 TO 19,0,SR Cook,(ARR),----- (ARR) -----,TBA,00X,
80254,AINS-4974,Independent Study,I,,1 TO 19,0,SR Cook,(ARR),----- (ARR) -----,TBA,00X,
80255,AINS-4994,Undergraduate Research,R,,1 TO 19,0,SR Cook,(ARR),----- (ARR) -----,TBA,00X,
80256,AIS-2404,Intro to Biomedical Research,L,Face-to-Face Instruction,1,0,C Perez-Torres,M,10:10AM,11:00AM,TBA,00X
80257,AIS-2994,Undergraduate Research,R,,1 TO 19,0,C Perez-Torres,(ARR),----- (ARR) -----,TBA,00X,
80261,AIS-4994,Undergraduate Research,R,,1 TO 19,0,C Perez-Torres,(ARR),----- (ARR) -----,TBA,00X,
80262,ALCE-2414,Identity & Inclusion in Agric,L,Face-to-Face Instruction,3,40,DM Westfall-Rudd,M W F,9:05AM,9:55AM,OSHA 0146,09M
80263,ALCE-2414,Identity & Inclusion in Agric,L,Face-to-Face Instruction,3,40,WA Taylor,T R,9:30AM,10:45AM,LITRV 232,09T
80264,ALCE-2484,Engine & Power Train Tech,L,Face-to-Face Instruction,3,24,SC Mariger,T R,8:00AM,8:50AM,SMYTH 331,08T
,,,,* Additional Times *,T R,9:00AM,10:15AM,SEITZ 114,,,,
80265,ALCE-2484,Engine & Power Train Tech,L,Face-to-Face Instruction,3,24,SC Mariger,T R,8:00AM,8:50AM,SMYTH 331,08T
,,,,* Additional Times *,T R,11:00AM,12:15PM,SEITZ 114,,,,
80266,ALCE-2964,Field Study,L,,1 TO 19,0,DM Westfall-Rudd,(ARR),----- (ARR) -----,TBA,00X,
80267,ALCE-2974,Independent Study,I,,1 TO 19,0,DM Westfall-Rudd,(ARR),----- (ARR) -----,TBA,00X,
80268,ALCE-3014,Leadership Effectiveness in Ag,L,Face-to-Face Instruction,3,30,EK Kaufman,T R,8:00AM,9:15AM,LITRV 200,08T
80269,ALCE-3084,Agricultural Metal Fabrication,ONLINE COURSE - VL,Online: Asynchronous,3,20,SC Mariger,(ARR),----- (ARR) -----,ONLINE,00X,
80270,ALCE-3494,Advanced Welding Technology,B,Face-to-Face Instruction,1,0,SC Mariger,T,12:30PM,3:15PM,SEITZ 110,00X
80271,ALCE-3494,Advanced Welding Technology,B,Face-to-Face Instruction,1,0,SC Mariger,W,1:25PM,3:50PM,SEITZ 110,00X
80272,ALCE-3624,Comm Ag & Life Sci in Writing,L,Hybrid (F2F & Online Instruc.),3,30,ML Greaud,T,3:30PM,4:45PM,LITRV 200,15T
,,,,* Additional Times *,(ARR),----- (ARR) -----,ONLINE,,,,,
80273,ALCE-3624,Comm Ag & Life Sci in Writing,L,Hybrid (F2F & Online Instruc.),3,30,ML Greaud,T,2:00PM,3:15PM,LITRV 200,14T
,,,,* Additional Times *,(ARR),----- (ARR) -----,ONLINE,,,,,
80274,ALCE-3634,Comm Ag & Life Sci in Speaking,L,Face-to-Face Instruction,3,36,K McCain,T R,11:00AM,12:15PM,LITRV 200,11T
91814,ALCE-3634,Comm Ag & Life Sci in Speaking,L,Face-to-Face Instruction,3,20,K McCain,T R,12:30PM,1:45PM,LITRV 232,12T
80275,ALCE-3634,Comm Ag & Life Sci in Speaking,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,15,RJ Rateau,T R,9:30AM,10:45AM,ONLINE,09T
80276,ALCE-3900,Bridge Experience,L,Face-to-Face Instruction,0,0,DM Westfall-Rudd,(ARR),----- (ARR) -----,TBA,00X,
80277,ALCE-3954,Study Abroad,L,,1 TO 19,0,RD Rudd,(ARR),----- (ARR) -----,TBA,00X,
80278,ALCE-4014,Intro to Cooperative Extension,L,Face-to-Face Instruction,3,18,DM Westfall-Rudd,M W F,2:30PM,3:20PM,LITRV 250,14M
80280,ALCE-4034,Meth of Planning Ed Prog in Ag,L,Face-to-Face Instruction,3,15,DB Milliken,M W F,12:20PM,1:10PM,LITRV 244,12M
80281,ALCE-4304,Community Edu & Development,L,Face-to-Face Instruction,3,25,KL Niewolny,R,2:00PM,4:45PM,LITRV 200,14R
80282,ALCE-4754,Internship in Education,L,,1 TO 16,0,DM Westfall-Rudd,(ARR),----- (ARR) -----,TBA,00X,
80283,ALCE-4884,Youth Program Management,ONLINE COURSE - VL,Online: Asynchronous,3,45,DB Milliken,(ARR),----- (ARR) -----,ONLINE,00X,
80284,ALCE-4964,Field Study/Practicum,L,,1 TO 19,0,DM Westfall-Rudd,(ARR),----- (ARR) -----,TBA,00X,
80285,ALCE-4974,Independent Study,I,,1 TO 19,0,DB Milliken,(ARR),----- (ARR) -----,TBA,00X,
80286,ALCE-4974,Independent Study,I,,1 TO 19,0,DM Westfall-Rudd,(ARR),----- (ARR) -----,TBA,00X,
91829,ALCE-4984,SS:Life Sci Comm & Pub Engmnt,L,Face-to-Face Instruction,3,20,JA Parrella,T R,11:00AM,12:15PM,LITRV 232,11T
80287,ALCE-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80288,ALCE-5044,Program & Curr Design in ALCE,L,Face-to-Face Instruction,3,15,DB Milliken,W,9:05AM,11:50AM,LITRV 244,09W
91188,ALCE-5074,Foundations of ALCE,L,Face-to-Face Instruction,3,20,RD Rudd,T,2:00PM,4:45PM,OSHA 0146,14T
80289,ALCE-5074,Foundations of ALCE,ONLINE COURSE - VL,Online: Asynchronous,3,25,RD Rudd,(ARR),----- (ARR) -----,ONLINE,00X,
80290,ALCE-5114,Serving Intnl Ag & Education,ONLINE COURSE - VL,Online: Asynchronous,3,20,LV Crowder,(ARR),----- (ARR) -----,ONLINE,00X,
80291,ALCE-5204,Eval Extension & Outreach Prog,L,Face-to-Face Instruction,3,15,TA Drape,T,9:30AM,12:15PM,LITRV 244,09T
91559,ALCE-5204,Eval Extension & Outreach Prog,ONLINE COURSE - VL,Online: Asynchronous,3,0,G Hur,(ARR),----- (ARR) -----,ONLINE,00X,
91301,ALCE-5224,Team Sci Coop Intrdsc Work,ONLINE COURSE - VL,Online with Synchronous Mtgs.,3,30,CR Friedel,W,1:25PM,2:15PM,ONLINE,13W
,,,,* Additional Times *,(ARR),----- (ARR) -----,ONLINE,,,,,
80293,ALCE-5564,International Ag and Diplomacy,ONLINE COURSE - VL,Online: Asynchronous,3,8,SJ Manchester,(ARR),----- (ARR) -----,ONLINE,00X,
90618,ALCE-5704,Sys Thinking Pedagogy Praxis,L,Face-to-Face Instruction,3,30,HH Scherer,W,2:30PM,5:15PM,LITRV 232,14W
80294,ALCE-5814,Topics in Ag Leader & Commu Ed,L,Face-to-Face Instruction,1 TO 3,15,HH Scherer,M,10:10AM,11:00AM,LITRV 244,00X
80295,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,TG Archibald,(ARR),----- (ARR) -----,ONLINE,00X,
80296,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,AD Council,(ARR),----- (ARR) -----,ONLINE,00X,
80297,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,LV Crowder,(ARR),----- (ARR) -----,ONLINE,00X,
80298,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,TA Drape,(ARR),----- (ARR) -----,ONLINE,00X,
80299,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,CR Friedel,(ARR),----- (ARR) -----,ONLINE,00X,
80300,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,EK Kaufman,(ARR),----- (ARR) -----,ONLINE,00X,
80301,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,SC Mariger,(ARR),----- (ARR) -----,ONLINE,00X,
80302,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,K McCain,(ARR),----- (ARR) -----,ONLINE,00X,
80303,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,DB Milliken,(ARR),----- (ARR) -----,ONLINE,00X,
80304,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,KL Niewolny,(ARR),----- (ARR) -----,ONLINE,00X,
80305,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,JA Parrella,(ARR),----- (ARR) -----,ONLINE,00X,
80306,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,RJ Rateau,(ARR),----- (ARR) -----,ONLINE,00X,
80307,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,RD Rudd,(ARR),----- (ARR) -----,ONLINE,00X,
80308,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,T Rutherford,(ARR),----- (ARR) -----,ONLINE,00X,
80309,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,HH Scherer,(ARR),----- (ARR) -----,ONLINE,00X,
80310,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,MM Seibel,(ARR),----- (ARR) -----,ONLINE,00X,
91215,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,HM Sunderman,(ARR),----- (ARR) -----,ONLINE,00X,
91216,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,JH Walz,(ARR),----- (ARR) -----,ONLINE,00X,
91218,ALCE-5904,Project and Report,ONLINE COURSE - VR,,1 TO 19,0,DM Westfall-Rudd,(ARR),----- (ARR) -----,ONLINE,00X,
80311,ALCE-5964,Field Study,L,,1 TO 12,7,Staff,(ARR),----- (ARR) -----,TBA,00X,
80312,ALCE-5974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80313,ALCE-5994,Research and Thesis,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
91199,ALCE-6234,Theory Practice Community Res,L,Face-to-Face Instruction,3,15,KL Niewolny,R,5:00PM,7:45PM,LITRV 244,17R
80314,ALCE-6415,Intro to Grad Teach Scholar,L,Face-to-Face Instruction,2,10,T Rutherford,T,9:45AM,10:45AM,LITRV 250,09T
91240,ALCE-6435,Engagement in Univ Teach,L,,3,0,DM Westfall-Rudd,T,9:45AM,10:45AM,TBA,09T
80316,ALCE-7964,Field Studies,L,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80317,ALCE-7994,Research and Dissertation,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80318,ALS-1004,"Ag, Arts and Society",ONLINE COURSE - VL,Online: Asynchronous,1,300,MW Sumner,(ARR),----- (ARR) -----,ONLINE,00X,
80319,ALS-1024,Digitized Agriculture,ONLINE COURSE - VL,Online: Asynchronous,1,150,MW Sumner,(ARR),----- (ARR) -----,ONLINE,00X,
80320,ALS-1034,The Aesthetics of Food,ONLINE COURSE - VL,Online: Asynchronous,1,300,MW Sumner,(ARR),----- (ARR) -----,ONLINE,00X,
80321,ALS-1234,CALS First Year Seminar,L,Face-to-Face Instruction,1,40,SS Sumner,T,12:30PM,1:45PM,LITRV 200,00X
80322,ALS-1234,CALS First Year Seminar,L,Face-to-Face Instruction,1,40,CL Beatty,F,12:20PM,1:10PM,LITRV 200,00X
80323,ALS-1234,CALS First Year Seminar,L,Face-to-Face Instruction,1,40,H Bruce,T,9:30AM,10:45AM,LITRV 200,00X
80324,ALS-1234,CALS First Year Seminar,L,Face-to-Face Instruction,1,36,NR Adams,R,12:30PM,1:45PM,LITRV 200,00X
80325,ALS-1234,CALS First Year Seminar,L,Face-to-Face Instruction,1,20,CL Beatty,F,1:25PM,2:15PM,LITRV 200,00X
80326,ALS-1234,CALS First Year Seminar,L,Face-to-Face Instruction,1,36,NR Adams,R,9:30AM,10:45AM,LITRV 200,00X
80327,ALS-2204,Intro Civic Agriculture,L,Face-to-Face Instruction,3,40,KL Niewolny,F,10:10AM,12:55PM,LITRV 280,10F
80328,ALS-2304,Animal Physiology and Anatomy,L,Face-to-Face Instruction,4,20,ET Helm,T R,9:30AM,10:45AM,NCB 320,09T
,,,,* Additional Times *,T,1:00PM,2:50PM,LITRV 290,,,,
80329,ALS-2304,Animal Physiology and Anatomy,L,Face-to-Face Instruction,4,20,ET Helm,T R,9:30AM,10:45AM,NCB 320,09T
,,,,* Additional Times *,M,11:15AM,1:05PM,LITRV 290,,,,
80330,ALS-2304,Animal Physiology and Anatomy,L,Face-to-Face Instruction,4,20,ET Helm,T R,9:30AM,10:45AM,NCB 320,09T
,,,,* Additional Times *,M,9:05AM,10:55AM,LITRV 290,,,,
80331,ALS-2304,Animal Physiology and Anatomy,L,Face-to-Face Instruction,4,20,ET Helm,T R,9:30AM,10:45AM,NCB 320,09T
,,,,* Additional Times *,M,1:25PM,3:15PM,LITRV 290,,,,
80332,ALS-2304,Animal Physiology and Anatomy,L,Face-to-Face Instruction,4,20,ET Helm,T R,9:30AM,10:45AM,NCB 320,09T
,,,,* Additional Times *,T,3:00PM,4:50PM,LITRV 290,,,,
80333,ALS-2304,Animal Physiology and Anatomy,L,Face-to-Face Instruction,4,20,ET Helm,T R,9:30AM,10:45AM,NCB 320,09T
,,,,* Additional Times *,T,11:00AM,12:50PM,LITRV 290,,,,
80334,ALS-2504,Animals in Society,L,Face-to-Face Instruction,3,60,L Bergamasco,M W F,8:00AM,8:50AM,FST 27,08M
80335,ALS-2964,Field Study,L,,1 TO 19,0,SS Sumner,(ARR),----- (ARR) -----,TBA,00X,
80336,ALS-2974,Independent Study,I,,1 TO 19,0,SS Sumner,(ARR),----- (ARR) -----,TBA,00X,
80337,ALS-2974,Independent Study,I,,1 TO 19,0,PE Ziegler,(ARR),----- (ARR) -----,TBA,00X,
80338,ALS-3104,Animal Breeding and Genetics,L,Face-to-Face Instruction,3,110,R Cockrum,M W F,9:05AM,9:55AM,LITRV 1870,09M
80339,ALS-3204,Animal Nutrition and Feeding,L,Face-to-Face Instruction,3,115,DE Eversole,T R,8:00AM,9:15AM,ENGEL 223,08T
80340,ALS-3304,Physiology of Reproduction,L,Face-to-Face Instruction,3,200,M Rhoads,T R,11:00AM,12:15PM,GLCDB 64,11T
80341,ALS-3404,Ecological Agriculture,L,Face-to-Face Instruction,3,26,Staff,M W,1:25PM,2:15PM,SAUND 408,13M
,,,,* Additional Times *,F,1:25PM,4:25PM,SMYTH 246A,,,,
80342,ALS-3954,Study Abroad,L,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80343,ALS-4214,Capstone: Civic Ag Food Sys,L,Face-to-Face Instruction,3,8,PE Ziegler,M W F,10:10AM,11:00AM,LITRV 200,10M
80344,ALS-4964,Field Study/Practicum,L,Face-to-Face Instruction,1 TO 19,0,SS Sumner,W F,12:20PM,1:10PM,TBA,00X
80345,ALS-4964,Field Study/Practicum,L,Face-to-Face Instruction,1 TO 19,0,Staff,M W,12:20PM,1:10PM,TBA,00X
80346,ALS-4974,Independent Study,I,,1 TO 19,0,JL Agnew,(ARR),----- (ARR) -----,TBA,00X,
80347,ALS-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80348,ALS-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80349,ALS-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80350,ALS-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80351,ALS-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80352,ALS-4974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80353,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80354,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80355,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80356,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80357,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80358,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80359,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80360,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80361,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80362,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80363,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80364,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80365,ALS-4994,Undergraduate Research,R,,1 TO 19,0,LA Blanc,(ARR),----- (ARR) -----,TBA,00X,
80366,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80367,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80368,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80369,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80370,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80371,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80372,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80373,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80374,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80375,ALS-4994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80376,ALS-5024,Building Multicult Comp in ALS,ONLINE COURSE - VL,Online: Asynchronous,1,80,C Thorpe,(ARR),----- (ARR) -----,ONLINE,00X,
80377,ALS-5104,Comm Research & Leading in ALS,ONLINE COURSE - VL,Online: Asynchronous,2,50,GR Snyder,(ARR),----- (ARR) -----,ONLINE,00X,
80378,ALS-5134,Comm Based App Qual Inquiry,ONLINE COURSE - VL,Online: Asynchronous,3,20,K McCain,(ARR),----- (ARR) -----,ONLINE,00X,
80379,ALS-5204,Resr & Info Sys Life Sciences,L,Face-to-Face Instruction,3,14,R Schuerch,W,11:15AM,12:05PM,PRICE 221,11W
,,,,* Additional Times *,R,12:30PM,3:15PM,PRICE 301A,,,,
80380,ALS-5224,Intro to Genomic Data Science,L,Face-to-Face Instruction,3,26,S Li,T R,12:30PM,1:45PM,SMYTH 246A,12T
80381,ALS-5234,Adv Concepts Comm Food Systems,ONLINE COURSE - VL,Online: Asynchronous,3,32,KE Carper,(ARR),----- (ARR) -----,ONLINE,00X,
91679,ALS-5304,Adv Phy Dom Animals,L,Face-to-Face Instruction,5,20,Staff,M W F,10:00AM,11:50AM,ETGENC 108,10M
80382,ALS-5324,Research Ethics Ag & Life Sci,L,Face-to-Face Instruction,1,80,HM Sunderman,M,5:30PM,6:20PM,SURGE 104B,00X
80384,ALS-5954,Study Abroad,L,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80385,ALS-5964,Field Work/Practicum,L,,1 TO 12,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80386,ALS-5974,Independent Study,I,,1 TO 19,0,JR Gratto,(ARR),----- (ARR) -----,TBA,00X,
80387,ALS-5974,Independent Study,I,,1 TO 19,1,MW Goforth,(ARR),----- (ARR) -----,TBA,00X,
80388,ALS-7964,Field Studies,L,,1 TO 12,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80389,AOE-2024,Thin-Walled Structures,L,Face-to-Face Instruction,3,100,RA Canfield,M W F,9:05AM,9:55AM,HITT 338,09M
80390,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,20,KA Shinpaugh,R,5:00PM,7:45PM,SURGE 118A,00X
80391,AOE-2054,Electronics for AOE,L,Face-to-Face Instruction,3,120,KA Shinpaugh,M W,4:00PM,4:50PM,TORG 3100,16M
80392,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,20,KA Shinpaugh,F,2:30PM,5:15PM,SURGE 118A,00X
80393,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,20,KA Shinpaugh,F,11:15AM,2:00PM,SURGE 118A,00X
80394,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,20,KA Shinpaugh,T,9:30AM,12:15PM,SURGE 118A,00X
80395,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,20,KA Shinpaugh,W,11:15AM,2:00PM,SURGE 118A,00X
80396,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,20,KA Shinpaugh,T,12:30PM,3:15PM,SURGE 118A,00X
80397,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,0,KA Shinpaugh,M,11:15AM,2:00PM,SURGE 118A,00X
80398,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,20,KA Shinpaugh,M,5:00PM,7:45PM,SURGE 118A,00X
80399,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,20,KA Shinpaugh,R,9:30AM,12:15PM,SURGE 118A,00X
80400,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,20,KA Shinpaugh,W,8:00AM,10:45AM,SURGE 118A,00X
80401,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,20,KA Shinpaugh,F,8:00AM,10:45AM,SURGE 118A,00X
80402,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,20,KA Shinpaugh,W,2:30PM,5:15PM,SURGE 118A,00X
80403,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,0,KA Shinpaugh,R,12:30PM,3:15PM,SURGE 118A,00X
80404,AOE-2054,Electronics for AOE,L,Face-to-Face Instruction,3,120,KA Shinpaugh,M W,1:25PM,2:15PM,TORG 3100,13M
90496,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,20,KA Shinpaugh,M,8:00AM,10:45AM,SURGE 118A,00X
90779,AOE-2054,Electronics for AOE,B,Face-to-Face Instruction,0,0,KA Shinpaugh,F,5:30PM,8:15PM,SURGE 118A,00X
80405,AOE-2074,Computational Methods,L,Face-to-Face Instruction,2,280,E Atkins,T R,12:30PM,1:45PM,TORG 2150,12T
80406,AOE-2104,Intro Aerospace Engr & Perform,L,Face-to-Face Instruction,3,300,Staff,T R,8:00AM,9:15AM,TORG 2150,08T
80407,AOE-2204,Intro to Ocean Engineering,L,Face-to-Face Instruction,3,70,O Coutier-Delgosha,M W F,12:20PM,1:10PM,NCB 270,12M
80408,AOE-2974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80409,AOE-2974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80410,AOE-2974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80411,AOE-2974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80412,AOE-2974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80413,AOE-2974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80414,AOE-2974,Independent Study,I,,1 TO 19,0,KT Sterne,(ARR),----- (ARR) -----,TBA,00X,
80415,AOE-2974,Independent Study,I,,1 TO 19,0,M Kuester,(ARR),----- (ARR) -----,TBA,00X,
80416,AOE-2974,Independent Study,I,,1 TO 19,0,HP Artis,(ARR),----- (ARR) -----,TBA,00X,
80417,AOE-2974,Independent Study,I,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80418,AOE-2994,Undergraduate Research,R,,1 TO 19,0,Staff,(ARR),----- (ARR) -----,TBA,00X,
80419,AOE-2994,Undergraduate Research,R,,1 TO 19,0,KK Schroeder,(ARR),----- (ARR) -----,TBA,00X,
80420,AOE-2994,Undergraduate Research,R,,1 TO 19,0,RA Canfield,(ARR),----- (ARR) -----,TBA,00X,
80421,AOE-2994,Undergraduate Research,R,,1 TO 19,0,KA Shinpaugh,(ARR),----- (ARR) -----,TBA,00X,
